"CPW_LOT","DEVICE","FACILITY","TOP","IOP","VPPK","VXOVR","VEA","WAVELENGTH","LFIBER","EXT_RATIO","DISP_PENALTY","MASK_MARGIN","SMSR","RISE_TIME","FALL_TIME","OVERSHOOT","JITTER","CROSSING","ISS","RTH","IPD","IPHOTO","DEVICE_FM","TEST_RUNS","STATE","PRODUCT","FIRST_FAIL_MODE","TEST_DT","PKG_CODE"
"866486","152207931","PKGF10GB1","30.1","94.9",".7","1.52","-1.58","1608.887","-.258","10.9","998.8","-999","-999","-999","-999","-999","-999","49",".1672","-999","748.269","52.06429","FAIL","3","C","1626L3161","FAIL_TUNING","24-JUN-15","70km CWDM 161"
"866487","152207932","PKGF10GB1","30.1","94.9",".6","1.53","-1.53","1610.279",".485","11.4","998.8","-999","-999","-999","-999","-999","-999","51",".1588","-999","724.289","51.29458","FAIL","4","C","1626L3161","FAIL_TUNING","16-JUN-15","70km CWDM 161"
"866489","152207934","PKGF10GB1","30.1","94.8",".35","1.47","-1.58","1607.869",".735","10.2","2.25","0","49.89","19.5","25.3","1.19","3.13","49",".1389","8.04379","1085.517","51.61509","PASS","1","C","1626L3161","PASS","14-JUN-15","70km CWDM 161"
"866494","152207939","PKGF10GB1","30.1","94.9",".75","1.55","-1.48","1608.886",".217","11.3","998.8","-999","-999","-999","-999","-999","-999","49",".1708","-999","1252.155","47.64375","FAIL","3","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"866499","152207978","PKGF10GB1","30.1","94.9",".6","1.56","-1.53","1609.638",".717","10.9","3.42","-999","-999","-999","-999","-999","-999","51",".1587","-999","1469.885","49.29066","FAIL","2","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"CK-866500","152207979","PKGF10GB1","30.1","94.95",".55","1.54","-1.56","1609.163",".569","11.1","3","0","52.03","17.4","25.9","1.63","3.22","49",".1561","8.04379","1517.616","48.20689","FAIL","7","C","1626L3161","FAIL_CURV_1400PSPNM","24-JUN-15","70km CWDM 161"
"866506","152207985","PKGF10GB1","30.1","94.9",".6","1.53","-1.53","1609.016",".622","11.1","2.8","-999","-999","-999","-999","-999","-999","50",".1594","-999","1513.034","49.46533","FAIL","1","C","1626L3161","FAIL_TUNING","21-JUN-15","70km CWDM 161"
"866512","152207991","PKGF10GB1","30.1","94.9",".7","1.55","-1.58","1609.71",".168","10.8","998.8","-999","-999","-999","-999","-999","-999","50",".1673","-999","937.513","52.01822","FAIL","1","C","1626L3161","FAIL_TUNING","21-JUN-15","70km CWDM 161"
"866514","152207993","PKGF10GB1","30.1","94.9",".4","1.51","-1.43","1609.841",".638","10.5","2.76","3","47.67","-999","-999","-999","2.89","50",".1429","8.04379","2092.908","46.07356","FAIL","1","C","1626L3161","FAIL_IPD","24-JUN-15","70km CWDM 161"
"866526","152208024","PKGF10GB4","38","70",".4","1.47","-.7","1550.93",".876","10.8",".75","19","50.3","21.8","26.9","1.16","2.14","50",".1414","5.78546","927.015","26.46107","PASS","2","C","1655L033","PASS","12-JUN-15","40km DWDM"
"866532","152208030","PKGF10GB4","-999","-999","-.01","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0007","-999","-999","-999","FAIL","2","C","1655L033","FAIL_TOP_CONTACT","09-JUN-15","40km DWDM"
"866534","152208032","PKGF10GB2","40.13","70",".55","1.38","-.7","1550.914","1.449","10.7",".56","20","50.95","20.5","21.9","1.72","1.98","50",".1679","5.31319","685.206","25.38498","PASS","2","C","1655L033","PASS","16-JUN-15","40km DWDM"
"866578","152208076","PKGF10GB5","-999","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0005","-999","-999","-999","FAIL","2","C","1655L033","FAIL_TOP_CONTACT","09-JUN-15","40km DWDM"
"866583","152208081","PKGF10GB4","45.03","69",".55","1.44","-.7","1550.918","1.719","10.6",".89","20","48.99","22","26.2",".46","1.53","50",".1535","4.37171","432.816","26.65407","PASS","2","C","1655L033","PASS","12-JUN-15","40km DWDM"
"866669","152208230","PKGF10GB4","40.83","70",".5","1.28","-.7","1550.92","1.552","11.1","1.7","18","48.39","23.1","23.8",".48","1.8","50",".1496","5.16136","313.942","26.40997","PASS","1","C","1655L033","PASS","21-JUN-15","40km DWDM"
"866671","152208232","PKGF10GB2","42.4","59",".4","1.26","-.7","1550.915","1.491","11.4","1.07","20","50.52","20.2","21.3","1.52","2.08","50",".1547","4.8539","563.134","23.28343","PASS","1","C","1655L033","PASS","09-JUN-15","40km DWDM"
"866694","152208255","PKGF10GB4","38","70",".4","1.47","-.7","1550.94","8.337","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1426","-999","-999","27.19497","FAIL","1","C","1655L033","FAIL_WAVELENGTH","09-JUN-15","40km DWDM"
"866696","152208257","PKGF10GB4","38","70",".4","1.47","-.7","1550.951","7.989","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1417","-999","-999","27.19736","FAIL","3","C","1655L033","FAIL_WAVELENGTH","15-JUN-15","40km DWDM"
"866703","152208349","PKGF10GB4","38","70",".4","1.47","-.7","1550.944","7.946","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1425","-999","-999","26.61984","FAIL","1","C","1655L033","FAIL_WAVELENGTH","09-JUN-15","40km DWDM"
"866751","152208397","PKGF10GB4","47.62","65",".4","1.5","-.7","1547.712",".016","10.7",".57","16","50.05","20.9","25.8","1.13","1.66","50",".1413","3.9559","621.853","24.60277","PASS","1","C","1655L137","PASS","12-JUN-15","40km DWDM"
"866755","152208401","PKGF10GB1","35","-999","-.06","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0008","-999","-999","-999","FAIL","2","C","1655L137","FAIL_IPD_CONTACT","16-JUN-15","40km DWDM"
"866769","152208415","PKGF10GB3","42.69","65",".4","1.47","-.7","1547.714","-.151","11.5",".35","20","52.3","19.7","22.1","1.37","1.91","50",".1458","4.7921","438.544","26.95263","PASS","1","C","1655L137","PASS","20-JUN-15","40km DWDM"
"866774","152208426","PKGF10GB5","38.96","65",".45","1.47","-.7","1547.714",".203","10.6",".86","18","52.23","19.7","25.6","1.23","2.02","51",".1558","5.56497","837.518","24.9068","PASS","1","C","1655L137","PASS","17-JUN-15","40km DWDM"
"866783","152208435","PKGF10GB2","42.82","67.74",".4","1.35","-.7","1547.715","-.508","10.6","1.25","20","51.42","19.9","22.3","1.91","2.26","50",".1544","4.77226","734.264","25.45385","PASS","1","C","1655L137","PASS","12-JUN-15","40km DWDM"
"866838","152208490","PKGF10GB2","48","65",".4","1.47","-.7","1547.661","4.505","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1547","-999","-999","26.62226","FAIL","3","C","1655L137","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"866847","152208499","PKGF10GB5","38","65",".4","1.47","-.7","1547.684","-999","-999","998.9","-999","-999","-999","-999","-999","-999","-999",".1519","-999","-999","24.85912","FAIL","3","C","1655L137","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"866947","152208608","PKGF10GB3","46.68","56",".58","1.39","-.7","1547.711",".93","10.5","1.09","19","48.37","18.2","21.6","1.5","3.62","50",".1609","4.09857","294.194","22.43673","PASS","2","C","1655L137","PASS","12-JUN-15","40km DWDM"
"866954","152208615","PKGF10GB2","35","94.9825","-.05","-.02","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0006","-999","-999","-999","FAIL","3","C","1655L137","FAIL_MODULATOR_CONTACT","16-JUN-15","40km DWDM"
"866962","152208623","PKGF10GB2","44.42","72.94",".4","1.52","-.6","1547.717","-.635","11.6",".17","7","-999","-999","-999","-999","3.47","49",".1544","-999","711.223","22.89693","FAIL","3","C","1655L137","FAIL_TUNING","16-JUN-15","40km DWDM"
"866964","152208625","PKGF10GB1","45.71","72.01",".4","1.51","-.6","1547.717","-.495","11.7",".48","0","-999","-999","-999","-999","3.12","50",".1425","-999","793.174","23.75631","FAIL","3","C","1655L137","FAIL_TUNING","16-JUN-15","40km DWDM"
"866965","152208626","PKGF10GB4","44.7","55",".6","1.38","-.7","1547.71",".946","10.8","1.28","19","48.4","23.4","25.1",".54","1.63","49",".1575","4.43046","749.659","20.93367","PASS","1","C","1655L137","PASS","13-JUN-15","40km DWDM"
"864158","152208647","PKGF10GB5","41.67","92.27",".42","1.55","-.85","1532.664","1.746","10.7",".99","16","51.87","-999","-999","-999","2.15","51",".1529","4.99123","1925.881","33.17519","FAIL","3","C","1656L356","FAIL_IPD","11-JUN-15","80km DWDM"
"864162","152208651","PKGF10GB6","48","85",".42","1.51","-.9","1532.6353","6.12","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1337","-999","-999","35.21992","FAIL","3","C","1656L356","FAIL_WAVELENGTH","23-JUN-15","80km DWDM"
"864164","152208653","PKGF10GB7","47.27","85",".52","1.57","-.8","1532.68","1.856","11.5","1.78","9","-999","-999","-999","-999","2.64","50",".1583","-999","1357.736","30.74249","FAIL","1","C","1656L356","FAIL_TUNING","12-JUN-15","80km DWDM"
"867011","152208750","PKGF10GB1","46.67","65",".74","1.35","-.7","1544.527",".649","10.2","998.8","-999","50.85","23.1","17.4","2.75","-999","50",".17","4.10773","367.566","23.58951","FAIL","3","C","1655L141","FAIL_EXT_RATIO","16-JUN-15","40km DWDM"
"867039","152208818","PKGF10GB5","43.53","65",".4","1.5","-.6","1544.527","-.359","10.6",".83","7","-999","-999","-999","-999","3.75","50",".1516","-999","1147.77","22.12949","FAIL","3","C","1655L141","FAIL_TUNING","16-JUN-15","40km DWDM"
"867064","152208843","PKGF10GB4","44.36","65",".55","1.49","-.7","1544.524",".268","10.6",".62","20","49.64","21.7","26.2","2.21","1.72","50",".1534","4.4892","725.152","24.29807","PASS","1","C","1655L141","PASS","12-JUN-15","40km DWDM"
"867145","152208924","PKGF10GB6","48","65",".67","1.55","-.95","1531.9016","3.249","10.6","6.38","-999","-999","-999","-999","-999","-999","50",".1573","-999","566.439","31.35178","FAIL","3","C","1656L057","FAIL_TUNING","17-JUN-15","80km DWDM"
"867146","152208925","PKGF10GB7","45.19","84.82",".72","1.59","-1.35","1531.899","1.647","10.2","998.8","-999","-999","-999","-999","-999","-999","50",".1762","-999","531.033","46.4857","FAIL","2","C","1656L057","FAIL_TUNING","24-JUN-15","80km DWDM"
"867180","152209061","PKGF10GB5","45.31","94.9",".75","1.59","-.7","1530.334",".945","10.7","998.9","-999","-999","-999","-999","-999","-999","49",".1816","-999","1707.185","28.7563","FAIL","3","C","1656L359","FAIL_TUNING","16-JUN-15","80km DWDM"
"867188","152209069","PKGF10GB5","38","85",".42","1.51","-.9","1530.284","-999","-999","998.9","-999","-999","-999","-999","-999","-999","-999",".1534","-999","-999","35.16278","FAIL","4","C","1656L359","FAIL_WAVELENGTH","12-JUN-15","80km DWDM"
"867189","152209070","PKGF10GB3","47.35","94.9",".75","1.51","-.9","1530.334","-2.253","10.7","998.9","-999","-999","-999","-999","-999","-999","51",".1755","-999","799.573","13.93563","FAIL","3","C","1656L359","FAIL_TUNING","14-JUN-15","80km DWDM"
"867194","152209075","PKGF10GB6","48","85",".42","1.51","-.9","1530.3087","7.943","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1371","-999","-999","31.69533","FAIL","5","C","1656L059","FAIL_WAVELENGTH","17-JUN-15","80km DWDM"
"867209","152209090","PKGF10GB3","47.07","85",".52","1.53","-.93","1530.334","2.345","11.3","3.73","3","51.59","18.2","22.1","1.83","1.82","48",".156","4.03525","631.037","33.4385","FAIL","6","C","1656L359","FAIL_MASK_MARGIN","11-JUN-15","80km DWDM"
"867222","152209103","PKGF10GB6","43.23","85",".6","1.55","-1.2","1530.3335","2.21","10.5","998.8","-999","-999","-999","-999","-999","-999","50",".1515","-999","693.451","42.98878","FAIL","7","C","1656L059","FAIL_TUNING","17-JUN-15","80km DWDM"
"867231","152209113","PKGF10GB7","43.88","85",".74","1.59","-.9","1533.465","3.31","10.4","998.8","-999","48.71","16.5","24.5","2.19","-999","49",".1774","4.57008","452.019","36.80404","FAIL","3","C","1656L355","FAIL_EXT_RATIO","18-JUN-15","80km DWDM"
"867238","152209120","PKGF10GB3","41.08","85",".52","1.54","-.85","1549.315","2.718","10.6","3.02","11","-999","-999","-999","-999","1.95","51",".1556","-999","687.572","34.99645","FAIL","2","C","1656L335","FAIL_TUNING","11-JUN-15","80km DWDM"
"867239","152209121","PKGF10GB3","44.97","85",".46","1.51","-.95","1549.312","2.12","10.6","3.34","7","-999","-999","-999","-999","1.82","50",".1505","-999","876.86","34.36098","FAIL","2","C","1656L335","FAIL_TUNING","11-JUN-15","80km DWDM"
"867262","152210279","PKGF10GB5","48.1","90",".46","1.52","-.85","-999","1.873","11","3.64","3","-999","-999","-999","-999","2.43","49",".1563","-999","593.547","34.73038","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"867270","152210287","PKGF10GB7","50.04","90",".42","1.53","-.9","1554.682","1.926","10.9","2.54","19","51.16","20.7","24.8","1.01","2.16","51",".1495","3.60876","1018.169","35.30039","PASS","1","C","1656L0T","PASS","11-JUN-15","80km TDM"
"867278","152210295","PKGF10GB3","50","92.95",".51","1.55","-1.05","-999","1.762","10.8","2.98","7","-999","-999","-999","-999","1.86","50",".1551","-999","719.005","38.48606","FAIL","3","C","1656L0T","FAIL_TUNING","16-JUN-15","80km TDM"
"867285","152210302","PKGF10GB3","48.1","94.9",".75","1.55","-1.25","-999",".969","11.6","998.9","-999","-999","-999","-999","-999","-999","51",".1753","-999","1387.045","41.9967","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"867286","152210303","PKGF10GB6","48.1","90",".59","1.57","-.9","-999","2.27","11.4","2.91","0","-999","-999","-999","-999","1.97","51",".1516","-999","1320.342","32.09063","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"867290","152210307","PKGF10GB6","48.1","90",".67","1.56","-.91","-999","1.896","11.7","3.54","0","-999","-999","-999","-999","1.88","50",".1574","-999","378.287","35.70898","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"867303","152210320","PKGF10GB3","50","90",".59","1.59","-.95","-999","2.107","11.4","3.01","0","-999","-999","-999","-999","2.44","50",".1621","-999","1124.819","33.96413","FAIL","4","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"867335","152210452","PKGF10GB7","50","94.9",".42","1.56","-1.05","1554.876","1.749","10.6","2.81","19","49.95","21.3","25.3",".6","2.23","50",".1496","3.60876","726.773","42.30499","FAIL","3","C","1656L0T","FAIL_CURV_1600PSPNM","12-JUN-15","80km TDM"
"867337","152210454","PKGF10GB5","48.1","94.9",".75","1.52","-1.1","-999","1.281","10.6","998.9","-999","-999","-999","-999","-999","-999","50",".181","-999","1335.464","38.8431","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"867349","152210466","PKGF10GB3","48.1","93.36",".63","1.59","-.85","1556.462","1.737","11.3","2.78","20","50.87","17.2","21.6","1.11","2.22","49",".1657","3.87961","1182.65","33.5158","PASS","2","C","1656L0T","PASS","11-JUN-15","80km TDM"
"867366","152210483","PKGF10GB7","48.1","94.9",".57","1.59","-.85","1556.639","1.537","11.6","2.41","19","48.57","18.5","23.7","1.61","2.75","50",".1624","3.88113","1623.634","32.02964","PASS","2","C","1656L0T","PASS","10-JUN-15","80km TDM"
"867367","152210484","PKGF10GB7","48.1","94.9",".65","1.64","-1","-999","-.38","10.7","998.8","-999","-999","-999","-999","-999","-999","50",".1702","-999","1596.151","36.84093","FAIL","3","C","1656L0T","FAIL_TUNING","22-JUN-15","80km TDM"
"867368","152210485","PKGF10GB6","48.1","90",".75","1.6","-.95","-999","1.916","11.8","4.48","0","-999","-999","-999","-999","2.09","50",".165","-999","1495.747","32.84234","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"867377","152210494","PKGF10GB3","48.1","94.9",".68","1.6","-.8","1548.596","1.624","10.6","2.93","17","51.4","18.5","23.2","1.68","2.17","51",".1698","3.87961","1117.571","31.30455","PASS","1","C","1656L0T","PASS","11-JUN-15","80km TDM"
"867380","152210497","PKGF10GB4","48.1","94.9",".47","1.57","-.95","1548.884","1.68","10.8","2.86","20","51.71","21.1","27.9",".77","1.81","50",".1469","3.88342","465.874","38.82128","FAIL","4","C","1656L0T","FAIL_CURV_1600PSPNM","12-JUN-15","80km TDM"
"867395","152210512","PKGF10GB7","48.1","90",".52","1.58","-.9","1544.682","2.06","10.8","2.5","20","51.48","19.4","25.2",".69","2.41","50",".1588","3.88113","680.739","37.04072","FAIL","1","C","1656L0T","FAIL_CURV_1600PSPNM","24-JUN-15","80km TDM"
"867401","152210518","PKGF10GB6","48.1","94.9",".7","1.6","-.85","-999",".872","11.6","998.8","-999","-999","-999","-999","-999","-999","50",".1604","-999","1011.133","34.63245","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"867447","152210564","PKGF10GB4","50","90",".52","1.56","-.9","1553.407","2.048","10.8","1.04","20","50.81","19.4","25.8","1.13","1.8","50",".1513","3.61105","519.547","36.22428","PASS","1","C","1656L0T","PASS","11-JUN-15","80km TDM"
"867470","152210587","PKGF10GB6","48.1","94.9",".61","1.61","-1.15","-999","1.576","10.6","998.8","-999","-999","-999","-999","-999","-999","51",".1523","-999","333.406","42.08269","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"867471","152210588","PKGF10GB7","50","81",".67","1.61","-1.15","-999","2.385","10.7","4.08","9","-999","-999","-999","-999","2.55","50",".1716","-999","315.062","39.62258","FAIL","3","C","1656L0T","FAIL_TUNING","23-JUN-15","80km TDM"
"867479","152210715","PKGF10GB6","48.1","90",".64","1.58","-.92","-999","2.498","11.4","3.49","9","-999","-999","-999","-999","1.93","50",".1553","-999","1407.74","32.59455","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"867484","152210720","PKGF10GB5","48.1","94.9",".75","1.58","-.95","-999","1.061","10.6","998.9","-999","-999","-999","-999","-999","-999","50",".1813","-999","1516.59","34.38771","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"867485","152210721","PKGF10GB4","48.1","94.9",".47","1.56","-.9","1553.975","1.571","10.9","2.16","20","52.04","19.5","26.9",".77","1.76","51",".1467","3.88342","598.414","36.4217","FAIL","3","C","1656L0T","FAIL_CURV_1600PSPNM","16-JUN-15","80km TDM"
"867491","152210727","PKGF10GB5","48.1","94.9",".75","1.57","-1.05","-999","1.34","10.5","998.9","-999","-999","-999","-999","-999","-999","50",".1815","-999","1579.664","36.52494","FAIL","3","C","1656L0T","FAIL_TUNING","16-JUN-15","80km TDM"
"867557","152210793","PKGF10GB7","48.1","94.9",".75","1.59","-.95","-999","1.394","10.7","998.8","-999","-999","-999","-999","-999","-999","51",".1784","-999","652.416","39.30789","FAIL","5","C","1656L0T","FAIL_TUNING","14-JUN-15","80km TDM"
"867558","152210794","PKGF10GB5","48.1","90",".53","1.56","-.9","1556.363","2.12","10.5","998.9","-999","51.94","19","26","1.27","-999","51",".1625","3.88266","589.882","35.88812","FAIL","4","C","1656L0T","FAIL_PARAM_NA","11-JUN-15","80km TDM"
"867572","152210808","PKGF10GB3","48.1","94.9",".75","1.57","-.8","-999","1.476","10.6","998.9","-999","-999","-999","-999","-999","-999","50",".1754","-999","1122.606","32.71234","FAIL","3","C","1656L0T","FAIL_TUNING","14-JUN-15","80km TDM"
"CK-867576","152210812","PKGF10GB4","46","51",".4","1.47","-.7","1553.396","1.414","10.7","1.23","20","47.4","21.9","26",".07","1.74","50",".1411","4.21149","243.931","22.05293","PASS","4","C","1655L0","PASS","24-JUN-15","40km TDM"
"867581","152210817","PKGF10GB6","48.1","94.9",".74","1.53","-1.1","-999","1.048","10.7","998.8","-999","-999","-999","-999","-999","-999","49",".1594","-999","1462.544","38.40387","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"867595","152210911","PKGF10GB1","30.1","94.9",".75","1.45","-1.3","1570.401",".899","11.6","998.8","-999","-999","-999","-999","-999","-999","49",".1708","-999","1427.195","43.72041","FAIL","4","C","1626L3157","FAIL_TUNING","17-JUN-15","70km CWDM"
"867656","152210972","PKGF10GB1","35","60",".3","1.41","-1.3","1570.223","1.903","9.9","2.06","18","51.95","21","24.5",".45","2.28","51",".1347","6.54917","348.932","38.1958","PASS","1","C","1626L3157","PASS","18-JUN-15","70km CWDM"
"867691","152211007","PKGF10GB2","-999","-999","-.05","-.02","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0005","-999","-999","-999","FAIL","3","C","1626L3157","FAIL_FAIL","22-JUN-15","70km CWDM"
"867753","152211149","PKGF10GB2","-999","-999","-.05","-.02","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0006","-999","-999","-999","FAIL","4","C","1626L0147","FAIL_FAIL","15-JUN-15","70km CWDM"
"867757","152211153","PKGF10GB2","35.11","55",".4","1.4","-.9","1471.902","2.188","10.4","1.84","19","49.05","19.9","23.2","1.14","2.02","49",".1546","6.54917","399.939","28.70089","PASS","1","C","1626L0147","PASS","15-JUN-15","70km CWDM"
"867768","152211204","PKGF10GB1","30.1","94.9",".55","1.51","-1.4","1589.038",".705","11.9","3.15","0","52.89","17","23.5","1.9","2.96","50",".1548","8.04379","1335.627","48.23237","FAIL","3","C","1626L3159","FAIL_DISP_PENALTY","15-JUN-15","70km CWDM"
"CK-867772","152211208","PKGF10GB1","30.1","94.9",".35","1.47","-1.4","1589.991",".932","10.3","2.81","13","53.37","18.6","25","1.06","2.59","49",".1388","8.04379","675.336","49.70239","PASS","3","C","1626L3159","PASS","24-JUN-15","70km CWDM"
"867780","152211216","PKGF10GB1","30.07","94.9",".75","1.42","-1.11","1590.556",".715","11.4","-999","1","53.33","19.7","24.5","1.09","2.98","50",".1721","8.04532","1318.444","39.39496","FAIL","5","C","1626L3159","PASS","18-JUN-15","70km CWDM"
"867783","152211219","PKGF10GB1","30.1","94.9",".45","1.46","-1.35","1589.323",".962","11","4.5","15","46.57","18","24.5","1.66","2.78","49",".1475","8.04379","894.287","48.67458","FAIL","7","C","1626L3159","FAIL_DISP_PENALTY","16-JUN-15","70km CWDM"
"867785","152211221","PKGF10GB1","30.1","94.9",".75","1.5","-1.35","1589.526",".171","11.4","998.8","-999","-999","-999","-999","-999","-999","49",".1704","-999","1242.304","45.2364","FAIL","2","C","1626L3159","FAIL_TUNING","14-JUN-15","70km CWDM"
"867788","152211224","PKGF10GB2","33.97","90",".4","1.48","-1.29","1590.327",".75","10.9","1.82","20","50.85","18","22.2","1.87","2.38","50",".1552","6.82612","1792.782","41.296","PASS","4","C","1626L3159","PASS","18-JUN-15","70km CWDM"
"867789","152211225","PKGF10GB2","30.1","94.9",".75","1.54","-1.5","1590.403",".38","11.8","998.8","-999","-999","-999","-999","-999","-999","51",".1873","-999","1028.306","49.32742","FAIL","3","C","1626L3159","FAIL_TUNING","22-JUN-15","70km CWDM"
"867792","152211228","PKGF10GB2","30.1","94.9",".75","1.53","-1.5","1590.832",".515","13.1","998.8","-999","-999","-999","-999","-999","-999","51",".1869","-999","733.196","51.06872","FAIL","1","C","1626L3159","FAIL_TUNING","18-JUN-15","70km CWDM"
"867793","152211229","PKGF10GB1","30.1","94.9",".75","1.53","-1.5","1590.47",".393","11.9","998.8","-999","-999","-999","-999","-999","-999","49",".1712","-999","1770.094","45.79724","FAIL","3","C","1626L3159","FAIL_TUNING","17-JUN-15","70km CWDM"
"867796","152211232","PKGF10GB1","30.1","94.9",".65","1.52","-1.4","1589.312","-.222","10.9","998.8","-999","-999","-999","-999","-999","-999","50",".1624","-999","971.421","49.32461","FAIL","3","C","1626L3159","FAIL_TUNING","16-JUN-15","70km CWDM"
"867800","152211316","PKGF10GB1","30.1","94.9",".65","1.56","-1.45","1589.598","-.249","11.5","998.8","-999","-999","-999","-999","-999","-999","50",".1629","-999","1468.587","49.59716","FAIL","3","C","1626L3159","FAIL_TUNING","15-JUN-15","70km CWDM"
"867804","152211320","PKGF10GB1","34","90",".3","1.43","-1.4","1590.572","2.179","10.3","2.23","13","52.41","20","25","1.28","2.33","50",".1348","6.82612","602.479","47.69906","PASS","1","C","1626L3159","PASS","18-JUN-15","70km CWDM"
"867835","152211371","PKGF10GB1","30.1","93.5",".75","1.53","-1.35","1589.812",".805","12","2.71","0","51.37","16.6","23.5","1.78","3.23","49",".172","8.04379","1788.881","43.18283","PASS","7","C","1626L3159","PASS","18-JUN-15","70km CWDM"
"867837","152211373","PKGF10GB1","30.1","92.14",".4","1.48","-1.3","1590.731","1.029","10.5","2.2","3","53.03","17.8","24.3","2.45","2.67","50",".1429","8.04379","900.321","45.7179","PASS","1","C","1626L3159","PASS","18-JUN-15","70km CWDM"
"867852","152211388","PKGF10GB1","-999","-999","-.06","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0008","-999","-999","-999","FAIL","3","C","1626L3159","FAIL_TOP_CONTACT","24-JUN-15","70km CWDM"
"867875","152211411","PKGF10GB4","40.68","65",".4","1.5","-.65","1543.733","-.427","11","1.82","5","-999","-999","-999","-999","1.65","50",".1411","-999","382.121","26.91665","FAIL","3","C","1655L142","FAIL_TUNING","11-JUN-15","40km DWDM"
"867883","152211419","PKGF10GB4","45.35","74.61",".4","1.49","-.7","1543.727","-.364","11.4",".49","19","49.7","19.4","24.9","1.56","2.36","50",".1413","4.31754","1073.45","25.4006","PASS","1","C","1655L142","PASS","09-JUN-15","40km DWDM"
"867898","152211434","PKGF10GB7","40","85",".62","1.54","-1.1","1531.115","2.089","10.9","2.91","5","-999","-999","-999","-999","2.51","49",".1667","-999","1173.219","38.9428","FAIL","3","C","1656L058","FAIL_TUNING","17-JUN-15","80km DWDM"
"CK-867909","152211485","PKGF10GB1","30.1","94.9",".35","1.45","-1.48","1610.1",".698","9.9","2.84","7","53.4","19.2","24","1.65","2.65","50",".1391","8.04379","532.83","50.55798","PASS","1","C","1626L3161","PASS","20-JUN-15","70km CWDM 161"
"867910","152211486","PKGF10GB1","30.07","94.9",".4","1.48","-1.56","1610.259",".544","10.8","-999","0","53.63","18","24.8","1.71","2.82","51",".1437","8.04379","1023.352","49.77227","FAIL","2","C","1626L3161","PASS","21-JUN-15","70km CWDM 161"
"867911","152211487","PKGF10GB1","30.1","94.9",".65","1.52","-1.5","1608.503","1.988","11","3.63","3","53.91","17.3","25.3","1.6","2.98","49",".1642","8.04379","536.572","48.97048","FAIL","3","C","1626L3161","FAIL_DISP_PENALTY","19-JUN-15","70km CWDM 161"
"867917","152211493","PKGF10GB1","30.1","94.2",".3","1.45","-1.6","1609.206",".76","10.1","998.8","-999","-999","-999","-999","-999","-999","50",".1346","-999","1267.735","49.61155","FAIL","1","C","1626L3161","FAIL_TUNING","14-JUN-15","70km CWDM 161"
"867923","152211571","PKGF10GB1","30.1","94.9",".75","1.56","-1.58","1609.633",".273","10.1","998.8","-999","-999","-999","-999","-999","-999","49",".1713","-999","1504.633","47.34509","FAIL","1","C","1626L3161","FAIL_TUNING","21-JUN-15","70km CWDM 161"
"867925","152211573","PKGF10GB1","35.11","94.41",".5","1.55","-1.28","1611.025",".685","10.6","2.66","0","51.13","16.4","24.6","1.77","3.5","50",".1508","6.54994","509.614","46.4176","FAIL","3","C","1626L3161","FAIL_CURV_1400PSPNM","24-JUN-15","70km CWDM 161"
